product_id,product_url,title,size,thickness_mm,color,texture_or_material,finish,image_urls_json,image_count,single_tile_image_url,site
mytyles_imported-porcelain-tile-code1004-random-size-,https://mytyles.com/product/imported-porcelain-tile-code1004-random-size-rustic,Buy 7x7 in Porcelain Wall & Floor Tile Online |,7x7 in,,white,porcelain,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/67dd6c2-0d8e-23b-f008-e8dd81af013/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/67dd6c2-0d8e-23b-f008-e8dd81af013/1200x1200.webp,mytyles
mytyles_imported-green-mosaic-wall-tile-code37740-285,https://mytyles.com/product/imported-green-mosaic-wall-tile-code37740-285x312mm-matt,Buy 11x12 Inch Imported Mosaic Tile Code37740 Online | MyTyles,11x12 mm,,white,mosaic,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/a4a2d5-d3fd-abc0-3f2e-5056483f8321/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/a4a2d5-d3fd-abc0-3f2e-5056483f8321/1200x1200.webp,mytyles
mytyles_imported-porcelain-tile-code21494-450x450mm-m,https://mytyles.com/product/imported-porcelain-tile-code21494-450x450mm-matt,Buy 18x18 in Porcelain Wall & Floor Tile Online |,18x18 mm,,white,porcelain,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/00a80b-2f72-4883-c6e2-801f026a58/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/00a80b-2f72-4883-c6e2-801f026a58/1200x1200.webp,mytyles
mytyles_Porcelain-Floor-and-Wall-Tile-Code22953-600x6,https://mytyles.com/product/Porcelain-Floor-and-Wall-Tile-Code22953-600x600mm-Matt-,Buy 2x2 ft Porcelain Floor & Wall Tile Code22953 Online |,300x450 mm,,white,porcelain,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/723a73-ee02-556f-b8f-3ecae0b52c5/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/723a73-ee02-556f-b8f-3ecae0b52c5/1200x1200.webp,mytyles
mytyles_imported-green-mosaic-wall-tile-code31534-205,https://mytyles.com/product/imported-green-mosaic-wall-tile-code31534-205x318mm-glossy,Buy 8X12 in Imported Mosaic Wall Tile Code31534 Online | Mytyles,8x12 in,,white,mosaic,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/d4f786b-b11c-b46-2cb8-62df6302be4/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/d4f786b-b11c-b46-2cb8-62df6302be4/1200x1200.webp,mytyles
mytyles_Porcelain-Floor-and-Wall-Tile-Code11400-600x6,https://mytyles.com/product/Porcelain-Floor-and-Wall-Tile-Code11400-600x600mm-Matt-,Buy 2x2 ft Porcelain Floor & Wall Tile Code11400 Online |,300x450 mm,,white,porcelain,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/78e56-c26b-351-6cc7-750f7a5d174/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/78e56-c26b-351-6cc7-750f7a5d174/1200x1200.webp,mytyles
mytyles_white-and-black-moroccan-floor-and-wall-tile-_bbb3ce,https://mytyles.com/product/white-and-black-moroccan-floor-and-wall-tile-code29612-600x600mm-matt,Buy 2x2 ft White and Black Moroccan Tile Code29612 Online | Mytyles,300x450 mm,,white,ceramic,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/3f1b1-cd17-3a83-ab08-e60f0a352a5/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/3f1b1-cd17-3a83-ab08-e60f0a352a5/1200x1200.webp,mytyles
mytyles_octagon-floor-and-wall-tile-code17370-rustic-,https://mytyles.com/product/octagon-floor-and-wall-tile-code17370-rustic-matt-500x500mm,Imported Octagon Tiles Code 4007 at Best Price,300x450 mm,,white,ceramic,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/4b270e5-3f1f-e320-5b11-8c85c66f25/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/4b270e5-3f1f-e320-5b11-8c85c66f25/1200x1200.webp,mytyles
mytyles_porcelain-grey-elevation-wall-tile-code29333-,https://mytyles.com/product/porcelain-grey-elevation-wall-tile-code29333-300x450mm-matt,12x18 Ft Elevation Wall Tile code29333- Premium Porcelain Tile for Walls,12x18 mm,,white,porcelain,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/4d42db-44ec-6bf4-be33-84db3648eb8f/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/4d42db-44ec-6bf4-be33-84db3648eb8f/1200x1200.webp,mytyles
mytyles_white-and-gray-moroccan-floor-and-wall-tile-c,https://mytyles.com/product/white-and-gray-moroccan-floor-and-wall-tile-code30939-600x600mm-matt,Buy 2x2 ft White and Gray Moroccan Tile Code30939 Online | Mytyles,300x450 mm,,white,ceramic,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/fcb0ae8-108a-f0d-5343-c3d40c7c08e7/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/fcb0ae8-108a-f0d-5343-c3d40c7c08e7/1200x1200.webp,mytyles
mytyles_Porcelain-Floor-and-Wall-Tile-Code11369-600x6,https://mytyles.com/product/Porcelain-Floor-and-Wall-Tile-Code11369-600x600mm-Matt-,Buy 2x2 ft Porcelain Floor & Wall Tile Code11369 Online |,300x450 mm,,white,porcelain,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/c6a0cdf-845-f34f-ace3-718bcf420ee/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/c6a0cdf-845-f34f-ace3-718bcf420ee/1200x1200.webp,mytyles
mytyles_octagon-floor-and-wall-tile-code17372-rustic-,https://mytyles.com/product/octagon-floor-and-wall-tile-code17372-rustic-matt-500x500mm,Imported Octagon Tiles Code 4008 at Best Price,300x450 mm,,white,ceramic,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/ce76d77-0efa-faff-220e-3061f4eea3/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/ce76d77-0efa-faff-220e-3061f4eea3/1200x1200.webp,mytyles
mytyles_imported-porcelain-tile-code21481-150x150mm-m,https://mytyles.com/product/imported-porcelain-tile-code21481-150x150mm-matt,Buy 6x6 Inch Plain Wall Tile Online |,6x6 in,,white,ceramic,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/f2cad-f25c-8361-8b2d-02a7a6856c2/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/f2cad-f25c-8361-8b2d-02a7a6856c2/1200x1200.webp,mytyles
mytyles_imported-white-mosaic-wall-tile-code31532-205,https://mytyles.com/product/imported-white-mosaic-wall-tile-code31532-205x318mm-glossy,Buy 8X12 in Imported Mosaic Wall Tile Code31532 Online | Mytyles,8x12 in,,white,mosaic,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/c8bf1e0-ace-b20d-8b08-a51a58df37b0/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/c8bf1e0-ace-b20d-8b08-a51a58df37b0/1200x1200.webp,mytyles
mytyles_imported-gray-mosaic-floor-and-wall-tile-code,https://mytyles.com/product/imported-gray-mosaic-floor-and-wall-tile-code30492-288x297mm-glossy,Buy 12x12 In Mosaic Floor and Wall Tile Code30492 Online |,12x12 mm,,white,mosaic,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/1c04070-ae06-0237-76cb-83abc180d2/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/1c04070-ae06-0237-76cb-83abc180d2/1200x1200.webp,mytyles
mytyles_porcelain-floor-and-wall-tile-code11344-600x6,https://mytyles.com/product/porcelain-floor-and-wall-tile-code11344-600x600mm-glossy,Buy 2x2 ft Porcelain Floor & Wall Tile code11344 Online |,300x450 mm,,white,porcelain,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/fbf58d-1347-46c4-2c0f-f25628528213/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/fbf58d-1347-46c4-2c0f-f25628528213/1200x1200.webp,mytyles
mytyles_Porcelain-Floor-and-Wall-Tile-Code25158-600x6,https://mytyles.com/product/Porcelain-Floor-and-Wall-Tile-Code25158-600x600mm-Matt-,Buy 2x2 ft Porcelain Floor & Wall Tile Code25158 Online |,300x450 mm,,white,porcelain,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/60e02c2-6c8e-47bf-537a-3ac2d42adef/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/60e02c2-6c8e-47bf-537a-3ac2d42adef/1200x1200.webp,mytyles
mytyles_porcelain-black-floor-and-wall-tile-code11389,https://mytyles.com/product/porcelain-black-floor-and-wall-tile-code11389-600x600mm-rustic,Buy 2x2 ft Porcelain Floor and Wall Tile Code11389 Online | Mytyles,300x450 mm,,white,porcelain,rustic,"[""https://mytyles.com/images/tile-calculator/nav_calc.webp"", ""https://mytyles.com/images/product-page/Heart.webp"", ""https://mytyles.com/images/product-page/Buy.webp"", ""https://corewebimage1.mytyles.biz/storage/prod/public/products/images/f88cf-6ac-6f64-58e1-a50151c65cf/1200x1200.webp""]",4,https://corewebimage1.mytyles.biz/storage/prod/public/products/images/f88cf-6ac-6f64-58e1-a50151c65cf/1200x1200.webp,mytyles
